web-scraper-order,web-scraper-start-url,getinto-link,getinto-link-href,frequency,class,duration,rate,学时安排,number,active state,课程评价数,授课教师
"1553836277-457","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","生活药学","https://www.icourse163.org/course/FJNU-1001916001","第5次开课","医药卫生","2019年03月04日 ~ 2019年06月07日","进行至第4周，共14周","2","已有5122人参加","立即参加","(595)","授课老师



林清强
高级实验师"
"1553836251-446","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","西方现代化视野下的英美文学","https://www.icourse163.org/course/SWJTU-1002353001","第4次开课","外语","2019年03月03日 ~ 2019年07月14日","进行至第4周，共20周","2-3小时每周","已有1579人参加","立即参加","(202)","授课老师



李成坚
教授





孙颖
讲师





侯斌英
副教授





张睿
讲师





陈小鸥
讲师





但鸽
讲师





钱亚旭
讲师





胡婧
讲师





郑博仁
讲师"
"1553836720-635","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","宠物犬鉴赏","https://www.icourse163.org/course/HZAU-1001967005","第5次开课","农林园艺","2019年03月11日 ~ 2019年05月11日","进行至第3周，共9周","2-3小时每周","已有2763人参加","立即参加","(108)","授课老师



熊家军
副教授"
"1553836035-364","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","全球化与中国文化","https://www.icourse163.org/course/SWJTU-1001962002","第4次开课","外语","2019年02月25日 ~ 2019年06月30日","进行至第5周，共18周","1-2小时每周","已有1903人参加","立即参加","(284)","授课老师



王俊棋
副教授





王昕
讲师





侯斌英
副教授





高岚
讲师





张洁
讲师





崔罡
讲师





孙颖
讲师"
"1553835134-19","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","微积分（四）","https://www.icourse163.org/course/UESTC-1002008002","第2次开课","理学","2018年04月30日 ~ 2018年07月22日","当前开课已结束","3-5小时每周","已有14950人参加","已结束，查看内容","(3)","授课老师



高建
教授





冷劲松
教授





汪小平
讲师





高中喜
副教授





程光辉
教授





何国良
副教授





米文
副教授





余时伟
讲师





夏红
副教授





窦芳芳
副教授





王晓梅
副教授





刘碧森
无"
"1553835617-204","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","数字信号处理","https://www.icourse163.org/course/NJTU-1001950001","第5次开课","工学","2019年02月19日 ~ 2019年06月11日","进行至第6周，共17周","3-5小时每周","已有2982人参加","立即参加","(39)","授课老师



陈后金
教授，博士生导师。





胡健
副教授





薛健
副教授





李艳凤
副教授





黄琳琳
教授





陶丹
教授





申艳
副教授





钱满义
讲师





周航
副教授"
"1553835878-298","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","石油工业概论","https://www.icourse163.org/course/UPC-1001953009","第5次开课","工学","2019年02月25日 ~ 2019年06月07日","进行至第5周，共15周","3-5小时每周","已有2601人参加","立即参加","(247)","授课老师



张卫东
教授





王德民
院士





刘建林
教授





倪红坚
教授





郭辛阳
gdayang





郭卫萍
助教





刘冬冬
讲师





靳纪军
讲师





孟红霞
讲师





李明川
副教授"
"1553836629-602","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","人体骨与关节解剖学","https://www.icourse163.org/course/NBU-1002083019","第4次开课","医药卫生","2019年03月08日 ~ 2019年06月08日","进行至第4周，共14周","3小时每周","已有3389人参加","立即参加","(179)","授课老师



尹维刚
教授"
"1553836424-517","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","高速铁路规划与选线","https://www.icourse163.org/course/SWJTU-168002","第7次开课","工学","2019年03月04日 ~ 2019年06月04日","进行至第4周，共14周","3-5小时每周","已有592人参加","立即参加","(71)","授课老师



易思蓉
教授，博士生导师"
"1553836921-721","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","药物化学","https://www.icourse163.org/course/FZU-1002253017","第4次开课","理学","2019年03月18日 ~ 2019年06月30日","进行至第2周，共15周","2-4小时每周","已有803人参加","立即参加","(14)","授课老师



黄剑东
教授"
"1553835546-174","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","自动控制原理（二）","https://www.icourse163.org/course/HUST-1001932013","第5次开课","工学","2019年02月18日 ~ 2019年06月30日","进行至第6周，共19周","3-5小时","已有2545人参加","立即参加","(7)","授课老师



樊慧津
教授





黄剑
教授





苏厚胜
教授





刘磊
副教授





张海涛
教授





王永骥
教授





王燕舞
教授





张征
副教授





秦元庆
讲师





李炜
自动化学院 教授





秦肖臻
副教授"
"1553835888-302","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","财政学","https://www.icourse163.org/course/ZNUEDU-1001988001","第5次开课","经济学","2019年02月25日 ~ 2019年06月07日","进行至第5周，共15周","每周2－3小时","已有4788人参加","立即参加","(76)","授课老师



刘京焕
教授





李景友
副教授





陈志勇
教授





毛晖
教授"
"1553835233-60","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","高等数学（一）","https://www.icourse163.org/course/NEU-1001639002","第4次开课","理学","2018年09月10日 ~ 2019年01月04日","当前开课已结束","4-6小时每周","已有35557人参加","已结束，查看内容","(114)","授课老师



孙艳蕊
教授





杨中兵
副教授





宋叔尼
教授





孔庆海
教授





韩志涛
副教授





孙涛
副教授





袁媛
讲师





刘静宜
讲师





钱金花
副教授





沈海龙
讲师





韩海燕
讲师"
"1553836883-705","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","天线原理","https://www.icourse163.org/course/HIT-1001515004","第5次开课","工学","2019年04月15日 ~ 2019年06月24日","距离开课还有17天","1-2小时每周","已有715人参加","立即参加","(22)","授课老师



林澍
副研究员"
"1553836102-392","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","中国诗歌艺术","https://www.icourse163.org/course/SCU-21006","第6次开课","文学文化","2019年02月28日 ~ 2019年06月30日","进行至第5周，共18周","2小时每周","已有25741人参加","立即参加","(191)","授课老师



王红
教授





伍晓蔓
副教授"
"1553835415-119","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","外国文学史（一）","https://www.icourse163.org/course/HZIC-1001701011","第5次开课","文学文化","2019年02月12日 ~ 2019年06月04日","进行至第7周，共17周","3小时每周","已有12447人参加","立即参加","(118)","授课老师



蒋承勇
教授、博导；国家教学名师，中国外国文学教学研究会会长，教育部“面向21世纪课程教材”《外国文学史》主编之一。





李艳梅
博士,副教授.





程丽蓉
博士，教授。





于琦
博士，教授。





曾繁亭
博士，教授，博士生导师。





陈军
博士，副教授。"
"1553835147-24","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","数学分析（二）","https://www.icourse163.org/course/ECNU-1001622001","第4次开课","理学","2018年11月19日 ~ 2019年02月25日","当前开课已结束","4-6","已有22256人参加","已结束，查看内容","(18)","授课老师



柴俊
教授





庞学诚
教授





吴畏
教授





王丽萍
副教授





戴浩晖
讲师"
"1553836643-608","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","综合能力训练（ERP模拟经营沙盘）","https://www.icourse163.org/course/SWUFE-1002208026","第4次开课","管理学","2019年03月09日 ~ 2019年05月31日","进行至第3周，共12周","3~5小时每周","已有4514人参加","立即参加","(281)","授课老师



邹燕
副教授





贾林可
讲师"
"1553836614-596","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","离散数学概论","https://www.icourse163.org/course/PKU-1002525004","第3次开课","计算机","2019年03月07日 ~ 2019年06月20日","进行至第4周，共16周","2-3小时每周","已有6482人参加","立即参加","(80)","授课老师



陈斌
副教授"
"1553836168-419","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","“互联网+”时代的颠覆与创新","https://www.icourse163.org/course/HNU-1001772002","第6次开课","管理学","2019年03月01日 ~ 2019年06月01日","进行至第5周，共14周","1-2小时每周","已有2979人参加","立即参加","(283)","授课老师



朱国玮
副教授"
"1553835953-330","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","概率论与数理统计","https://www.icourse163.org/course/NUDT-438002","第7次开课","理学","2019年02月25日 ~ 2019年07月01日","进行至第5周，共19周","3-5","已有2887人参加","立即参加","(30)","授课老师



吴翊
教授"
"1553835176-36","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","预防医学（二）","https://www.icourse163.org/course/FUDAN-149001","第4次开课","医药卫生","2018年11月05日 ~ 2019年01月07日","当前开课已结束","4","已有6123人参加","已结束，查看内容","(64)","授课老师



傅华
教授





彭伟霞
讲师





郑频频
副教授





赵琦






戴俊明
复旦大学预防医学教研室副教授，医学博士，硕士研究生导师。





薛琨
讲师





丁永明
中级职称"
"1553835856-289","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","生物制药工艺学（技术与基础）","https://www.icourse163.org/course/CPU-1001761008","第5次开课","医药卫生","2019年02月25日 ~ 2019年06月25日","进行至第5周，共18周","3-5小时每周","已有1535人参加","立即参加","(79)","授课老师



高向东
教授，博导





郑珩
副教授





何书英
副教授





孔毅
副教授





劳兴珍
副教授





童玥
副教授"
"1553835493-152","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","太极拳文化与功法习练","https://www.icourse163.org/course/WHUT-1001514008","第6次开课","教育教学","2019年02月18日 ~ 2019年05月18日","进行至第6周，共13周","1-2","已有3583人参加","立即参加","(204)","授课老师



易鹏
副教授、硕士生导师、青年教学名师、世界太极拳冠军、全运会太极全能冠军、国际级运动健将、国家级武术裁判"
"1553836861-696","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","大学物理-电磁学和光学","https://www.icourse163.org/course/SDU-97001","第10次开课","理学","2019年04月16日 ~ 2019年07月02日","距离开课还有18天","2-4","已有1717人参加","立即参加","(22)","授课老师



李玉香
教授





葛美华
副教授





刘建强
教授，基础物理教学研究中心主任





于淑云
副教授"
"1553835446-133","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","无机及分析化学（上）","https://www.icourse163.org/course/HZAU-1001593010","第7次开课","理学","2019年02月17日 ~ 2019年05月22日","进行至第6周，共14周","5","已有3746人参加","立即参加","(109)","授课老师



王运
教授





胡先文
副教授





李慧慧
讲师





康勤书
副教授





刘永红
副教授





陆冬莲
讲师





刘玲芝
副教授"
"1553835183-39","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","力学(上)","https://www.icourse163.org/course/JLU-68001","第5次开课","理学","2018年08月28日 ~ 2018年11月12日","当前开课已结束","3-5小时每周","已有5293人参加","已结束，查看内容","(7)","授课老师



张汉壮
教授（博导）





倪牟翠
副教授"
"1553835575-186","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","金属材料及热处理","https://www.icourse163.org/course/CUG-1001632002","第5次开课","工学","2019年02月18日 ~ 2019年05月18日","进行至第6周，共13周","4学时每周","已有3454人参加","立即参加","(94)","授课老师



徐林红
副教授





饶建华
教授





杨洋
讲师





张文颖
机械工程系副教授





赵权
助教"
"1553835219-54","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","《新教伦理与资本主义精神》导读","https://www.icourse163.org/course/FUDAN-253001","第5次开课","哲学","2018年09月17日 ~ 2018年12月29日","当前开课已结束","1-2","已有30920人参加","已结束，查看内容","(262)","授课老师



郁喆隽
复旦大学哲学学院副教授"
"1553836498-548","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","大学英语综合课程(一)","https://www.icourse163.org/course/NUDT-1001662022","第6次开课","外语","2019年03月05日 ~ 2019年06月06日","进行至第4周，共14周","3-5小时每周","已有11917人参加","立即参加","(98)","授课老师



林骊珠
副教授





粟进英
教授





贺海涛
副教授





曾祥娟
副教授





焦新平
副教授





胡卫星
副教授





敖锋
副教授





陈菁
人文与社会科学学院语言文化研究所讲师





刘缔
讲师





李园芳
讲师





饶岚
副教授"
"1553836025-360","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","中国近现代史纲要","https://www.icourse163.org/course/WHU-1001717004","第6次开课","法学","2019年02月25日 ~ 2019年07月20日","进行至第5周，共21周","2~3小时每周","已有6882人参加","立即参加","(1965)","授课老师



宋俭
武汉大学马克思主义学院教授，博士生导师。武汉大学教学名师。





万军杰
副教授，硕士生导师，“中国近现代史纲要”课程教研中心副主任。





陈训威
实验中心主任，高工





李勤
武汉大学马克思主义学院教授，硕士生导师。





吴向伟
副教授





卢勇
副教授





李华
武汉大学马克思主义学院副教授





丁俊萍
武汉大学马克思主义学院教授，博导，国家级教学名师，国家教育部社会科学委员会委员





徐嘉鸿
讲师





李学桃
讲师"
"1553836131-404","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","会计学原理","https://www.icourse163.org/course/FZU-1001931009","第5次开课","管理学","2019年03月01日 ~ 2019年05月26日","进行至第5周，共13周","3-4小时","已有6796人参加","立即参加","(279)","授课老师



房桃峻
副教授





林兢
教授





袁寒松
副教授





刘昌华
副教授





郑礼光
副教授





蔡胜军
讲师





曾萌
讲师"
"1553835607-200","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","普通化学","https://www.icourse163.org/course/DLUT-45001","第6次开课","理学","2019年02月19日 ~ 2019年05月27日","进行至第6周，共14周","3-5小时每周","已有1881人参加","立即参加","(14)","授课老师



胡涛
教授，辽宁省普通高等学校化学类专业教学指导委员会秘书长





孟长功
教授，国家级教学名师，教育部高等学校实验教学指导委员会委员





于永鲜
副教授





王慧龙
大连理工大学化学学院教授





陶胜洋
副教授





张建军
教授"
"1553836511-554","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","古诗今读","https://www.icourse163.org/course/BLCU-1002704004","第3次开课","文学文化","2019年03月05日 ~ 2019年05月31日","进行至第4周，共13周","1-2小时每周","已有2842人参加","立即参加","(337)","授课老师



韩经太
教授"
"1553836117-398","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","生物医学工程概论","https://www.icourse163.org/course/NWPU-1001998001","第4次开课","工学","2019年03月01日 ~ 2019年06月30日","进行至第5周，共18周","2-4小时/周","已有856人参加","立即参加","(34)","授课老师



卢婷利
教授





杨鹏飞
副教授





叶雅静
副教授





陈强
副教授





张妍妮
讲师"
"1553836136-406","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","运筹学","https://www.icourse163.org/course/JXUFE-1002345001","第4次开课","管理学","2019年03月01日 ~ 2019年06月30日","进行至第5周，共18周","3-5小时每周","已有6556人参加","立即参加","(94)","授课老师



刘满凤
教授





王翠霞
副教授





万树平
教授





万建香
教授





梁威
助理研究员





万龙
副教授"
"1553836752-649","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","高速铁路信号系统","https://www.icourse163.org/course/SWJTU-170002","第5次开课","工学","2019年03月11日 ~ 2019年05月19日","进行至第3周，共10周","3-5小时每周","已有568人参加","立即参加","(22)","授课老师



郭进
教授"
"1553836740-644","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","货币金融学","https://www.icourse163.org/course/UIBE-1002606030","第3次开课","经济学","2019年03月11日 ~ 2019年06月24日","进行至第3周，共16周","2-4小时每周","已有7527人参加","立即参加","(170)","授课老师



蒋先玲
教授"
"1553835591-193","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","VisualBasic.NET程序设计入门","https://www.icourse163.org/course/TONGJI-370002","第8次开课","计算机","2019年02月18日 ~ 2019年05月12日","进行至第6周，共12周","3-5小时每周","已有4334人参加","立即参加","(26)","授课老师



龚沛曾
电子与信息工程学院 教授





杨志强
教授





朱君波
讲师





肖杨
副教授





李湘梅
副教授"
"1553835315-78","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","社会调查与研究方法","https://www.icourse163.org/course/PKU-1002531002","第2次开课","法学","2018年10月15日 ~ 2019年01月28日","当前开课已结束","3-5小时每周","已有11538人参加","已结束，查看内容","(81)","授课老师



邱泽奇
教授"
"1553836923-722","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","普通昆虫学（二）","https://www.icourse163.org/course/HZAU-1001741022","第6次开课","理学","2019年03月18日 ~ 2019年06月19日","进行至第2周，共14周","2-3小时每周","已有906人参加","立即参加","(34)","授课老师



周兴苗
副教授





雷朝亮
教授





朱芬
副教授





牛长缨
教授





朱智慧
副教授





杨凤连
副教授





陈利珍
副教授





刘晓艳
讲师"
"1553835655-219","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","网络技术与应用","https://www.icourse163.org/course/NJUPT-1001639008","第9次开课","计算机","2019年02月21日 ~ 2019年05月19日","进行至第6周，共13周","2-4小时每周","已有5390人参加","立即参加","(227)","授课老师



杨庚
教授，博士生导师





胡素君
副教授





李鹏
副教授





王雪梅
副教授





成卫青
教授





刘尚东
讲师"
"1553835341-89","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","单片机原理及应用","https://www.icourse163.org/course/HIT-353001","第5次开课","工学","2018年10月16日 ~ 2018年11月20日","当前开课已结束","4小时每周","已有38789人参加","已结束，查看内容","(71)","授课老师



张毅刚
教授





赵光权
副教授





刘丹
讲师"
"1553836810-674","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","大学化学（下）","https://www.icourse163.org/course/CSU-1001591001","第6次开课","理学","2019年03月11日 ~ 2019年06月30日","进行至第3周，共16周","3-5小时每周","已有1771人参加","立即参加","(18)","授课老师



王一凡
教授"
"1553835980-341","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","高等数学（三）","https://www.icourse163.org/course/TONGJI-284001","第4次开课","理学","2019年02月25日 ~ 2019年04月29日","进行至第5周，共10周","3-5","已有41541人参加","立即参加","(87)","授课老师



张弢
副教授





兰辉
副教授





孙娟娟
讲师





李忠华
副教授





濮燕敏
副教授





李少华
教授





周朝晖
副教授"
"1553837073-781","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","高级语言程序设计","https://www.icourse163.org/course/JLU-62001","第9次开课","计算机","2019年03月25日 ~ 2019年06月26日","进行至第1周，共14周","3~4小时/周","已有966人参加","立即参加","(310)","授课老师



张长海
教授/博士生导师





陈娟
副教授





吕帅
副教授"
"1553835880-299","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","医学生理学","https://www.icourse163.org/course/SDU-437005","第7次开课","医药卫生","2019年02月25日 ~ 2019年07月10日","进行至第5周，共20周","3小时每周","已有5788人参加","立即参加","(34)","授课老师



刘传勇
教授 、生理学博士生导师





崔敏
副教授





李景新
教授





于晓
教授





于书彦
副教授





王双连
讲师"
"1553835727-234","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","材料力学","https://www.icourse163.org/course/NEU-1001862003","第5次开课","工学","2019年02月24日 ~ 2019年06月30日","进行至第5周，共19周","3-5","已有2043人参加","立即参加","(24)","授课老师



刘军
东北大学理学院工程力学系副教授





战宇
讲师





李英梅
副教授





张凤鹏
教授





张英杰
副教授





池维超
讲师"
"1553835474-144","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","动物生理学","https://www.icourse163.org/course/HZAU-1001546002","第7次开课","理学","2019年02月18日 ~ 2019年05月31日","进行至第6周，共15周","6小时每周","已有3679人参加","立即参加","(95)","授课老师



李大鹏
教授，博士生导师





汤蓉
副教授





杨秀平
教授





伍晓雄
副教授





徐在言
副教授





迟巍
副教授





谢胜松
副教授





张曦
讲师





曾翠平
讲师"
"1553836523-559","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","政治伦理学","https://www.icourse163.org/course/SCU-21007","第8次开课","法学","2019年03月05日 ~ 2019年06月30日","进行至第4周，共17周","4学时","已有1176人参加","立即参加","(26)","授课老师



阎钢
教授





谢卫东
讲师





邢海晶
教授"
"1553836812-675","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","经典导读与欣赏","https://www.icourse163.org/course/SWU-1001700016","第6次开课","文学文化","2019年03月11日 ~ 2019年06月30日","进行至第3周，共16周","3小时","已有2985人参加","立即参加","(65)","授课老师



董小玉
教授"
"1553835360-97","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","高等数学（二）","https://www.icourse163.org/course/NUDT-42001","第7次开课","理学","2018年11月12日 ~ 2019年01月28日","当前开课已结束","3-5小时每周","已有35383人参加","已结束，查看内容","(23)","授课老师



朱健民
教授





李建平
教授





黄建华
教授





周敏
教授





王晓
教授





刘雄伟
副教授





罗永
副教授





赵侠
副教授





吴强
副教授





王焱
副教授"
"1553836886-706","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","数字营销：走进智慧的品牌","https://www.icourse163.org/course/JNU-1001603003","第7次开课","文学文化","2019年03月14日 ~ 2019年06月13日","进行至第3周，共14周","2-3小时每周","已有3503人参加","立即参加","(269)","授课老师



谷虹
副教授"
"1553836139-407","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","口腔解剖生理学","https://www.icourse163.org/course/XJTU-1002124002","第4次开课","医药卫生","2019年03月01日 ~ 2019年06月01日","进行至第5周，共14周","3-5小时每周","已有4074人参加","立即参加","(20)","授课老师



孙慧玲
副研究员"
"1553836942-730","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","中国衣裳——传统服装文化","https://www.icourse163.org/course/SWJTU-1002339007","第4次开课","文学文化","2019年03月18日 ~ 2019年07月08日","进行至第2周，共17周","3小时每周","已有3530人参加","立即参加","(319)","授课老师



李任飞
副教授





向仲敏
副研究员





崔罡
讲师"
"1553837094-790","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","大学生科技创新课程之机械创新设计大赛","https://www.icourse163.org/course/SWJTU-1001900002","第4次开课","工学","2019年03月25日 ~ 2019年06月30日","进行至第1周，共14周","2","已有756人参加","立即参加","(27)","授课老师



张祖涛
教授/博士生导师





罗大兵
副教授





潘亚嘉
副教授"
"1553837078-783","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","Python网络爬虫与信息提取","https://www.icourse163.org/course/BIT-1001870001","第5次开课","计算机","2019年03月25日 ~ 2019年05月20日","进行至第1周，共9周","2-3小时每周","已有14753人参加","立即参加","(1288)","授课老师



嵩天
副教授"
"1553837052-772","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","吴文化史","https://www.icourse163.org/course/SUDA-1001752275","第6次开课","历史","2019年03月22日 ~ 2019年06月29日","进行至第2周，共15周","3.5小时每周","已有739人参加","立即参加","(174)","授课老师



王卫平
教授，博士生导师。"
"1553835457-137","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","数字信号处理","https://www.icourse163.org/course/XIDIAN-1002200002","第4次开课","工学","2019年02月18日 ~ 2019年05月24日","进行至第6周，共14周","3-5小时每周","已有3446人参加","立即参加","(25)","授课老师



田春娜
教授





高新波
教授





李洁
教授





阔永红
教授"
"1553835991-346","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","交通管理与控制","https://www.icourse163.org/course/SEU-1001755394","第4次开课","工学","2019年02月25日 ~ 2019年06月09日","进行至第5周，共15周","每周2-4小时","已有762人参加","立即参加","(16)","授课老师



陈峻
东南大学博士，教授，博士生导师，交通学院副院长，交通工程系主任。"
"1553836143-409","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","数字电子技术基础","https://www.icourse163.org/course/HIT-254001","第6次开课","工学","2019年03月01日 ~ 2019年06月30日","进行至第5周，共18周","4-6小时每周","已有7108人参加","立即参加","(35)","授课老师



齐明
副教授





陶隽源
讲师





朱敏
副教授"
"1553835388-108","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","英语教学与互联网","https://www.icourse163.org/course/icourse-1001553012","第9次开课","教育教学","2019年01月20日 ~ 2019年03月31日","进行至第10周，共11周","3-5小时每周","已有5455人参加","立即参加","(671)","授课老师



焦建利
教授、博士生导师





刘晓斌
副教授、硕士生导师





陈泽璇
讲师





徐曼菲
副教授、硕士生导师





李智高
讲师





毛方吉
中教一级





窦菊花
副教授





包晓明
中教高级





何其钢
中教高级





张彦琳
讲师





王力维
讲师"
"1553835998-349","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","电路","https://www.icourse163.org/course/XJTU-47024","第10次开课","工学","2019年02月25日 ~ 2019年07月12日","进行至第5周，共20周","3-5小时每周","已有7893人参加","立即参加","(144)","授课老师



罗先觉
教授  博士生导师





邹建龙
副教授"
"1553835370-101","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","质性研究方法","https://www.icourse163.org/course/PKU-1002535003","第2次开课","教育教学","2018年12月01日 ~ 2019年03月01日","当前开课已结束","1-3小时每周","已有6387人参加","老师已关闭该学期，无法查看","(272)","授课老师



林小英
副教授"
"1553836393-504","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","模拟电子线路A","https://www.icourse163.org/course/NJUPT-1001734004","第6次开课","工学","2019年03月04日 ~ 2019年06月16日","进行至第4周，共15周","3-5小时每周","已有1614人参加","立即参加","(25)","授课老师



黄丽亚
教授





杨恒新
副教授





袁丰
讲师





周洪敏
讲师





朱莉娟
讲师





何艳
讲师"
"1553835149-25","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","电工学","https://www.icourse163.org/course/TONGJI-88002","第7次开课","工学","2018年10月09日 ~ 2019年01月15日","当前开课已结束","4小时每周","已有12384人参加","已结束，查看内容","(30)","授课老师



顾榕
同济大学电子科学与技术系，副教授





童美松
同济大学电子科学与技术系特聘教授、系主任、博士生导师"
"1553835330-84","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","大学生科技创新课程之起重机创意大赛","https://www.icourse163.org/course/SWJTU-1001908004","第3次开课","工学","2018年12月17日 ~ 2019年01月27日","当前开课已结束","3","已有1278人参加","已结束，查看内容","(13)","授课老师



张祖涛
教授/博士生导师





程文明
教授、博导





罗大兵
副教授





郭立昌
讲师





张敏
讲师"
"1553835661-222","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","方言与中国文化","https://www.icourse163.org/course/WHU-23002","第10次开课","文学文化","2019年02月22日 ~ 2019年06月30日","进行至第6周，共19周","2-3小时每周","已有6546人参加","立即参加","(163)","授课老师



阮桂君
副教授"
"1553837118-800","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","物理与艺术","https://www.icourse163.org/course/NUAA-1001514002","第7次开课","理学","2019年03月26日 ~ 2019年06月16日","进行至第1周，共12周","1-2小时每周","已有1057人参加","立即参加","(78)","授课老师



施大宁
教授





刘曙娥
副教授"
"1553836557-573","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","市场营销学","https://www.icourse163.org/course/FZU-1001764001","第6次开课","管理学","2019年03月06日 ~ 2019年06月24日","进行至第4周，共16周","2-3小时每周","已有4716人参加","立即参加","(119)","授课老师



陈章旺
福州大学经济与管理学院教授"
